id,book_title,book_author,book_narrator,book_genre,book_year,book_length,book_publisher,image_link,amazon_link,amazon_price,goodreads
2627,The Little Book That Still Beats the Market ,Joel Greenblatt,,Economics,2010,183 pages,Wiley ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348120206l/8247775.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=8247775&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,11.99,https://www.goodreads.com/book/show/8247775-the-little-book-that-still-beats-the-market?from_search=true&from_srp=true&qid=bnDJdiFoMR&rank=1
2615,You Can Be a Stock Market Genius ,Joel Greenblatt,,Economics,1999,285 pages,Touchstone ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441536672l/116184._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=116184&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,13.99,https://www.goodreads.com/book/show/116184.You_Can_Be_a_Stock_Market_Genius?from_search=true&from_srp=true&qid=omRtuz6tXW&rank=1
2617,A Random Walk Down Wall Street ,Burton G. Malkiel,,Economics,2004,464 pages,W. W. Norton Company ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442952924l/900892.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=900892&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/900892.A_Random_Walk_Down_Wall_Street?from_search=true&from_srp=true&qid=KIfvuxdLag&rank=1
2640,Buffettology ,"Mary Buffett
David Clark",,Economics,1999,320 pages,Scribner ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388391483l/1132.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=1132&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,13.99,https://www.goodreads.com/book/show/1132.Buffettology?from_search=true&from_srp=true&qid=dgB1xlgxJs&rank=1
2660,A Beginners Guide to The Stock Market ,Matthew R. Kratter,,Economics,2019,79 pages,Trader University,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558590675l/45996732._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=45996732&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,0.00,https://www.goodreads.com/book/show/45996732-a-beginner-s-guide-to-the-stock-market?from_search=true&from_srp=true&qid=n9RduH5RYj&rank=1
2232,Investment Banking for Dummies ,Matthew Krantz,,Business,2014,366 pages,For Dummies ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391307186l/17891495.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=17891495&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,14.39,https://www.goodreads.com/book/show/17891495-investment-banking-for-dummies?from_search=true&from_srp=true&qid=S48qXr9y92&rank=1
11504,"Design a Better Business, New Tools, Skills, and Mindset for Strategy and Innovation ","Patrick van der Pijl
Justin Lokitz
Lisa Kay Solomon
Erik van der Pluijm
Maarten van Lieshout",,Business,2016,272 pages,Wiley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471278428l/29156271._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=29156271&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,18.39,https://www.goodreads.com/book/show/29156271-design-a-better-business?from_search=true&from_srp=true&qid=2NuSShGG2J&rank=1
2648,How to Be a Landlord ,Rob Dix,,Business,,336 pages,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493193704l/34973575._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=34973575&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,0.00,https://www.goodreads.com/book/show/34973575-how-to-be-a-landlord?from_search=true&from_srp=true&qid=TrvoZnddBd&rank=1
2351,The Crowd - A Study of the Popular Mind ,Gustave Le Bon,,Psychology,2002,160 pages,Dover Publications ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505234324l/573045._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=573045&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,2.99,https://www.goodreads.com/book/show/573045.The_Crowd?from_search=true&from_srp=true&qid=SyRB5AMxob&rank=1
2643,Devil Take the Hindmost ,Edward Chancellor,,Economics,2000,400 pages,Plume Books ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309283479l/91360.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=91360&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/91360.Devil_Take_the_Hindmost?from_search=true&from_srp=true&qid=0LMl4EJGgK&rank=1
2608,"Trading, Investing, Personal Finance, Selling ",William Wyatt,,,,57 pages,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392136500l/20782961.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=20782961&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/20782961-bitcoin?from_search=true&from_srp=true&qid=FwLlMO0z2G&rank=1
2613,The Intelligent Investor ,"Benjamin Graham
Jason Zweig
Warren Buffett",,Economics,2006,623 pages,Harper Business ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409602421l/106835.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=106835&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,17.99,https://www.goodreads.com/book/show/106835.The_Intelligent_Investor?from_search=true&from_srp=true&qid=NwpK3gZSyU&rank=1
1737,Hillbilly Elegy ,J.D. Vance,,Nonfiction,2016,257 pages,Harper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463569814l/27161156.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=27161156&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,11.99,https://www.goodreads.com/book/show/27161156-hillbilly-elegy?from_search=true&from_srp=true&qid=j0b9al5Oxh&rank=1
2625,Rich Dad Poor Dad ,"Robert T. Kiyosaki
Sharon Lechter",,Business,2007,195 pages,Time Warner Books UK ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388211242l/69571.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=69571&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,5.12,https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad?from_search=true&from_srp=true&qid=WbURvPSnlP&rank=1
2635,Warren Buffets Management Secrets ,"Mary Buffett
David Clark",,Business,2009,176 pages,Scribner ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437869850l/7234935._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=7234935&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,12.99,https://www.goodreads.com/book/show/7234935-warren-buffett-s-management-secrets?from_search=true&from_srp=true&qid=oyagK5igy1&rank=1
2340,"The First Tycoon, The Epic Life of Cornelius Vanderbilt",T.J. Stiles,,Biography,2009,736 pages,Knopf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320519566l/4839382.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=4839382&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,9.99,https://www.goodreads.com/book/show/4839382-the-first-tycoon?from_search=true&from_srp=true&qid=koA2VeqCak&rank=1
1174,Economics in One Lesson,Henry Hazlitt,,Economics,1979,218 pages,Three Rivers Press ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565397589l/3028._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=3028&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/3028.Economics_in_One_Lesson?from_search=true&from_srp=true&qid=udBOFSFuq9&rank=1
1563,"The Snowball, Warren Buffett and the Business of Life ",Alice Schroeder,,Biography,2008,960 pages,Bantam ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320458276l/2054761.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=2054761&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,13.99,https://www.goodreads.com/book/show/2054761.The_Snowball?from_search=true&from_srp=true&qid=UEx9LbVLxS&rank=1
2450,Siddhartha ,"Hermann Hesse
Hilda Rosner",,Classics,1981,152 pages,Bantam Books ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428715580l/52036.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=52036&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,6.99,https://www.goodreads.com/book/show/52036.Siddhartha?from_search=true&from_srp=true&qid=8elom4LqPm&rank=1
270,Stock Market Secrets Your Broker Won't Tell You ,,,,,,,,,,
2633,The Little Book of Common Sense Investing,John C. Bogle,,Economics,2007,216 pages,John Wiley & Sons ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347673616l/171127.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=171127&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/171127.The_Little_Book_of_Common_Sense_Investing?from_search=true&from_srp=true&qid=JRRpVFv3bn&rank=1
2638,"Crash Proof, How to Profit from the Economic Collapse ","Peter D. Schiff
John Downes",,Economics,2007,272 pages,John Wiley & Sons ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427907769l/22127.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=22127&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,15.19,https://www.goodreads.com/book/show/22127.Crash_Proof?from_search=true&from_srp=true&qid=tYKC1VXI7O&rank=1
2623,Rule #1 ,Terry Goodkind,,Fantasy,2003,836 pages,Tor Books ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385248539l/43889.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=43889&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,8.79,https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule?from_search=true&from_srp=true&qid=R9SFXf3iO3&rank=1
508,The Futurological Congress,"Stanisław Lem
Michael Kandel",,Science Fiction,1985,149 pages,Mariner Books ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387704942l/733473.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=733473&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,9.99,https://www.goodreads.com/book/show/733473.The_Futurological_Congress?from_search=true&from_srp=true&qid=Dc366W2I4Q&rank=1
475,"Einstein, His Life and Universe ",Walter Isaacson,,Biography,2007,675 pages,Simon Schuster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328011405l/10884.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=10884&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,14.99,https://www.goodreads.com/book/show/10884.Einstein?from_search=true&from_srp=true&qid=gC00xyCZGJ&rank=1
1641,Dopesick ,Beth Macy,,Nonfiction,2018,384 pages,"Little, Brown and Company",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533010748l/37486540.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=37486540&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,8.99,https://www.goodreads.com/book/show/37486540-dopesick?from_search=true&from_srp=true&qid=T0GVFhPsRT&rank=1
2619,One Up on Wall Street ,"Peter Lynch
John Rothchild",,Economics,2000,304 pages,Simon Schuster ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444850522l/762462.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=762462&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,13.99,https://www.goodreads.com/book/show/762462.One_Up_On_Wall_Street?from_search=true&from_srp=true&qid=dcWEKgcKxN&rank=1
1578,Autobiography of a Yogi ,Paramahansa Yogananda,,Spirituality,1994,448 pages,Self-Realization Fellowship Publishers ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347427162l/639864.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=639864&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,2.99,https://www.goodreads.com/book/show/639864.Autobiography_of_a_Yogi?from_search=true&from_srp=true&qid=DZdpNdpyfv&rank=1
331,How To Save A Fortune In Taxes ,,,,,,,,,,
12062,How Life Imitates Chess ,"Garry Kasparov
Mig Greengard",,Games,2007,240 pages,Bloomsbury USA ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439668761l/749622._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=749622&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,9.99,https://www.goodreads.com/book/show/749622.How_Life_Imitates_Chess?from_search=true&from_srp=true&qid=aeR1aPbVkq&rank=1
2620,Business Adventures ,John Brooks,,Business,,408 pages,Littlehampton Book Services Ltd ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405094011l/4191136.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=4191136&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/4191136-business-adventures?from_search=true&from_srp=true&qid=8OHpUVhVZT&rank=1
478,"Our Revolution, A Future to Believe In ",Bernie Sanders,,Politics,2016,,MacMillan Audio,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473400422l/31741420._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=31741420&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/31741420-our-revolution?from_search=true&from_srp=true&qid=z8rCiUDVfl&rank=1
12060,Gotta Get Theroux This ,Louis Theroux,,Nonfiction,2019,416 pages,Pan Macmillan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561832736l/52211699._SX318_SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=52211699&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/52211699-gotta-get-theroux-this?from_search=true&from_srp=true&qid=EAcRt1ili4&rank=1
2649,TTC Audio - How the Stock Market Works ,,,,,,,,,,
11932,A Canticle for Leibowitz ,"Walter M. Miller Jr.
Mary Doria Russell",,Science Fiction,2006,334 pages,HarperCollins EOS ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450516880l/164154._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=164154&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz?from_search=true&from_srp=true&qid=mGT9Orur6X&rank=1
255,"Van Gogh, The Life ","Steven Naifeh
Gregory White Smith",,Art,2012,950 pages,Random House ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411005913l/10677213.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=10677213&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/10677213-van-gogh?from_search=true&from_srp=true&qid=2EmrvSoYrp&rank=1
2637,"The Essays of Warren Buffett, 4th Edition ",,,,,,,,,,
2338,Bound for Glory ,"Woody Guthrie
Pete Seeger",,Music,1983,320 pages,Plume ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327887034l/761256.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=761256&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,14.99,https://www.goodreads.com/book/show/761256.Bound_for_Glory?from_search=true&from_srp=true&qid=BbBAjAhak8&rank=1
984,Trump Russia ,Craig Unger,,Politics,2018,368 pages,Dutton,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530837743l/40728633._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=40728633&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,4.99,https://www.goodreads.com/book/show/40728633-house-of-trump-house-of-putin?from_search=true&from_srp=true&qid=uYrH5bPFAs&rank=1
514,Orange is the New Black My Year in a Women's Prison,Piper Kerman,,Nonfiction,2010,322 pages,Random House LLC,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493304768l/34998294._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=34998294&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,9.99,https://www.goodreads.com/book/show/34998294-orange-is-the-new-black?from_search=true&from_srp=true&qid=BAHydhbYax&rank=1
11920,Demolished Man ,Alfred Bester,,Science Fiction,1999,250 pages,Millennium ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360171879l/76740.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=76740&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,12.90,https://www.goodreads.com/book/show/76740.The_Demolished_Man?from_search=true&from_srp=true&qid=wb2uOsMzpy&rank=1
12040,Ancillary Justice ,Ann Leckie,,Science Fiction,2013,386 pages,Orbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397215917l/17333324.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=17333324&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,9.99,https://www.goodreads.com/book/show/17333324-ancillary-justice?from_search=true&from_srp=true&qid=hVJFJTZ6Z6&rank=1
11970,The Fountains of Paradise ,Arthur C. Clarke,,Science Fiction,2001,352 pages,Aspect ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265959l/149049.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=149049&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,9.59,https://www.goodreads.com/book/show/149049.The_Fountains_of_Paradise?from_search=true&from_srp=true&qid=MdaPowdfGJ&rank=1
11958,Rendezvous with Rama ,Arthur C. Clarke,,Science Fiction,,243 pages,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405456427l/112537.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=112537&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,7.59,https://www.goodreads.com/book/show/112537.Rendezvous_with_Rama?from_search=true&from_srp=true&qid=LPgm7bTuCP&rank=1
11988,Cyteen ,C.J. Cherryh,,Science Fiction,1995,680 pages,Aspect ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316469389l/834518.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=834518&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/834518.Cyteen?from_search=true&from_srp=true&qid=ZaEekXmeMw&rank=1
11974,Downbelow Station ,C.J. Cherryh,,Science Fiction,2001,526 pages,DAW ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388858297l/57045.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=57045&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,9.99,https://www.goodreads.com/book/show/57045.Downbelow_Station?from_search=true&from_srp=true&qid=05wnzcehvZ&rank=1
12030,The City & The City ,Cassandra Clare,,Fantasy,2007,485 pages,Margaret K. McElderry Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730315l/256683._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=256683&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,8.99,https://www.goodreads.com/book/show/256683.City_of_Bones?from_search=true&from_srp=true&qid=9zR9An0Q1j&rank=1
12042,The Three,Suzanne Collins,,Young Adult,2010,390 pages,Scholastic Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722918l/7260188.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=7260188&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,0.00,https://www.goodreads.com/book/show/7260188-mockingjay?from_search=true&from_srp=true&qid=JiN1ZZ7McB&rank=1
11938,Way Station ,Clifford D. Simak,,Science Fiction,1992,210 pages,Collier Books ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326490682l/190999.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=190999&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,10.29,https://www.goodreads.com/book/show/190999.Way_Station?from_search=true&from_srp=true&qid=6815xypiiN&rank=1
12008,To Say Nothing of the Dog ,Connie Willis,,Science Fiction,1998,512 pages,Bantam Books ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469410460l/77773._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=77773&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,6.99,https://www.goodreads.com/book/show/77773.To_Say_Nothing_of_the_Dog?from_search=true&from_srp=true&qid=b7TjU2ONkM&rank=1
12034,Blackout ,Sarah Hepola,,Autobiography,2015,230 pages,Grand Central Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423750824l/23341862.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=23341862&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,8.99,https://www.goodreads.com/book/show/23341862-blackout?from_search=true&from_srp=true&qid=PsnrmhQnmJ&rank=1
11990,Hyperion ,Dan Simmons,,Science Fiction,1990,482 pages,Bantam Spectra ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405546838l/77566.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=77566&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,4.99,https://www.goodreads.com/book/show/77566.Hyperion?from_search=true&from_srp=true&qid=XMe6JDuWZe&rank=1
11978,Startide Rising ,David Brin,,Science Fiction,1983,458 pages,Bantam Spectra,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476445711l/234501.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=234501&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/234501.Startide_Rising?from_search=true&from_srp=true&qid=j0ENgvrMNP&rank=1
11986,Uplift War ,David Brin,,Science Fiction,1995,638 pages,Spectra Books ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375272637l/234489.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=234489&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/234489.The_Uplift_War?from_search=true&from_srp=true&qid=IiOKwpZ9io&rank=1
11942,Dune ,Frank Herbert,,Science Fiction,2006,604 pages,Hodder & Stoughton ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434908555l/234225._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=234225&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,9.99,https://www.goodreads.com/book/show/234225.Dune?from_search=true&from_srp=true&qid=9gGyLbjbcL&rank=1
11966,Gateway ,Frederik Pohl,,Science Fiction,2004,278 pages,Del Rey ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441698400l/218427._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=218427&ref=x_gr_w_bb_sin&tag=x_gr_w_bb_sin-20,,https://www.goodreads.com/book/show/218427.Gateway?from_search=true&from_srp=true&qid=GuiCRqYbCk&rank=1
11926,The Big Time ,Adriana Trigiani,,Fiction,2005,304 pages,Ballantine Books ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320490323l/108289.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=108289&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,4.99,https://www.goodreads.com/book/show/108289.The_Queen_of_the_Big_Time?from_search=true&from_srp=true&qid=T7RsjVFdo7&rank=1
11940,The Wanderer ,Lloyd Alexander,,Fantasy,2006,222 pages,Square Fish ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406315774l/24782.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=24782&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,5.67,https://www.goodreads.com/book/show/24782.Taran_Wanderer?from_search=true&from_srp=true&qid=LIOU4BW9C1&rank=1
11956,The Gods Themselves ,Isaac Asimov,,Science Fiction,2000,288 pages,Millenium ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351076141l/41821.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=41821&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,7.99,https://www.goodreads.com/book/show/41821.The_Gods_Themselves?from_search=true&from_srp=true&qid=gmmA7diWlL&rank=1
11976,Foundations Edge ,Isaac Asimov,,Science Fiction,2010,450 pages,Bantam/Spectra ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442311409l/76683._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=76683&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,7.99,https://www.goodreads.com/book/show/76683.Foundation_s_Edge?from_search=true&from_srp=true&qid=rrC07nrAi7&rank=1
12012,Harry Potter and the Goblet of Fire ,"J.K. Rowling
Mary GrandPré",,Fantasy,2002,734 pages,Scholastic ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152l/6.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=6&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,0.00,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire?from_search=true&from_srp=true&qid=3vjsRysk0N&rank=1
11928,A Case of Conscience ,"James Blish
Greg Bear",,Science Fiction,2000,256 pages,Del Rey ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391560388l/123673.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=123673&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,7.99,https://www.goodreads.com/book/show/123673.A_Case_of_Conscience?from_search=true&from_srp=true&qid=EhNRVEXXEH&rank=1
12036,Among Others ,Jo Walton,,Fantasy,2011,304 pages,Tor Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317792367l/8706185.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=8706185&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,9.99,https://www.goodreads.com/book/show/8706185-among-others?from_search=true&from_srp=true&qid=MyYEzQMOhc&rank=1
11972,The Snow Queen ,Joan D. Vinge,,Science Fiction,2001,448 pages,Warner Books ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388298425l/139986.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=139986&ref=x_gr_w_bb_glide_sin&tag=x_gr_w_bb_glide_sin-20,11.99,https://www.goodreads.com/book/show/139986.The_Snow_Queen?from_search=true&from_srp=true&qid=A4XADoKQqa&rank=1
