id,book_title,book_author,book_narrator,book_genre,book_year,book_length,book_publisher,image_link,amazon_link,amazon_price,goodreads
12412,Letter from President Donald J. Trump to the Speaker of the House of Representatives,,,,,,,,,,
12413,Why Americans Are Not Taught History ,,,,,,,,,,
12414,Listening to Prozac,,,,,,,,,,
12416,Long Walk to Freedom The Autobiography of Nelson,,,,,,,,,,
12418,Man Who Solved the Market How Jim Simons Launched the Quant Revolution,,,,,,,,,,
12420,Next Millionaire Next Door Enduring Strategies,,,,,,,,,,
12422,Oregon Trail A New American Journey,,,,,,,,,,
12424,Peoples History of the United States,,,,,,,,,,
12426,Rise and Fall of the Third Reich A History of the Nazis,,,,,,,,,,
12428,The Murmur of Bees,,,,,,,,,,
20024,The Pragmatic Programmer,,,,,,,,,,
